id,by_user,liked_post,liked_date
183,18,187,2020/12/04
3558,16,281,2020/12/03
2126,83,774,2020/04/26
188,65,980,2020/12/03
1192,56,186,2020/12/03
3358,34,271,2020/12/03
4940,74,414,2020/12/03
132,79,774,2020/02/26
2962,53,428,2020/12/03
33,9,19,2020/12/02
1484,98,51,2020/12/02
2731,76,444,2020/12/02
2161,23,945,2020/12/02
4519,53,318,2020/12/02
2677,42,176,2020/12/02
1567,78,774,2019/11/15
1298,66,38,2020/12/01
3185,48,451,2020/12/01
140,82,490,2020/12/01
445,74,510,2020/11/30
672,50,703,2020/11/30
2523,47,441,2020/11/30
887,4,584,2020/11/30
344,81,974,2020/11/29
1456,34,2,2020/11/29
2817,83,243,2020/11/29
2735,91,225,2020/11/28
353,50,901,2020/11/28
4698,20,565,2020/11/28
3702,90,370,2020/11/27
2409,77,932,2020/11/27
619,90,934,2020/11/27
4503,72,851,2020/11/27
2875,50,485,2020/11/27
1751,74,683,2020/11/26
4652,45,326,2020/11/26
3771,34,991,2020/11/26
189,36,12,2020/11/26
569,64,810,2020/11/25
269,47,724,2020/11/25
1409,30,454,2020/11/25
55,64,109,2020/11/25
2942,16,257,2020/11/24
2878,52,304,2020/11/24
3070,56,530,2020/11/23
3697,38,75,2020/11/22
338,72,102,2020/11/22
4355,87,464,2020/11/22
435,87,759,2020/11/22
3263,33,7,2020/11/22
3847,78,820,2020/11/22
939,46,570,2020/11/22
4118,83,325,2020/11/21
2510,9,978,2020/11/21
552,77,562,2020/11/21
794,29,553,2020/11/20
1374,15,325,2020/11/20
882,89,894,2020/11/19
1485,55,192,2020/11/19
4123,49,337,2020/11/19
2240,16,565,2020/11/19
875,63,716,2020/11/18
1648,40,591,2020/11/18
3021,59,38,2020/11/18
4589,27,887,2020/11/17
4895,100,392,2020/11/17
4773,49,47,2020/11/17
1843,87,642,2020/11/17
4120,80,390,2020/11/17
187,100,694,2020/11/16
3413,15,949,2020/11/16
220,62,458,2020/11/15
4631,37,371,2020/11/15
3629,75,203,2020/11/14
306,22,986,2020/11/14
4586,62,782,2020/11/14
4032,22,653,2020/11/13
3052,8,999,2020/11/13
3205,36,459,2020/11/13
3475,8,604,2020/11/13
4803,17,741,2019/10/03
3572,7,98,2020/11/13
1370,59,631,2020/11/13
3506,14,294,2020/11/12
3813,32,500,2020/11/12
4433,73,671,2020/11/12
4444,52,865,2020/11/12
4179,98,604,2020/11/12
3650,79,800,2020/11/12
1971,81,961,2020/11/11
4273,73,580,2020/11/11
4385,69,529,2020/11/10
4459,66,604,2020/11/09
1830,83,90,2020/11/09
2534,73,200,2020/11/09
4760,96,362,2020/11/09
4388,36,672,2020/11/09
2247,4,325,2020/11/08
67,19,299,2020/11/08
2849,38,11,2020/11/07
1184,27,395,2020/11/07
4572,16,364,2020/11/07
101,6,145,2020/11/06
284,46,340,2020/11/06
3706,74,576,2020/11/06
972,7,952,2020/11/06
3230,98,566,2020/11/05
2388,15,24,2020/11/05
1841,12,1,2020/11/05
2874,97,187,2020/11/05
3086,16,870,2020/11/05
4775,84,498,2020/11/05
2889,85,424,2020/11/05
1590,3,708,2020/11/04
4966,52,683,2020/11/04
2316,63,871,2020/11/04
957,98,40,2020/11/03
3978,66,874,2020/11/03
3780,32,650,2020/11/03
809,37,695,2020/11/03
1966,94,192,2020/11/03
4112,42,456,2020/11/02
1679,36,378,2020/11/02
824,38,958,2020/11/02
137,77,911,2020/11/02
3103,16,893,2020/11/02
704,30,880,2020/11/01
1574,76,262,2020/11/01
429,31,204,2020/11/01
4434,29,573,2020/11/01
4096,69,855,2020/11/01
3888,42,943,2020/11/01
2217,53,181,2020/10/31
414,18,37,2020/10/31
811,46,565,2020/10/31
1503,61,85,2020/10/31
3908,16,298,2020/10/31
4360,66,395,2020/10/31
689,29,769,2020/10/30
852,70,924,2020/10/30
23,21,776,2020/10/30
3654,97,956,2020/10/30
3073,42,256,2020/10/30
93,61,66,2020/10/29
2346,88,563,2020/10/29
2336,20,804,2020/10/29
290,69,473,2020/10/29
1333,49,807,2020/10/28
1980,61,961,2020/10/28
3772,53,959,2020/10/28
3243,20,855,2020/10/27
4166,53,860,2020/10/27
1159,61,356,2020/10/26
4510,30,308,2020/10/26
3370,71,711,2020/10/26
36,4,254,2020/10/26
3429,61,669,2020/10/26
1282,67,924,2020/10/25
865,91,652,2020/10/25
739,26,479,2020/10/25
3833,93,885,2020/10/24
2440,96,14,2020/10/24
1605,15,353,2020/10/24
1135,85,990,2020/10/24
2121,20,290,2020/10/24
462,69,284,2020/10/24
4164,80,417,2020/10/24
2938,35,667,2020/10/23
925,27,230,2020/10/23
3006,14,58,2020/10/22
853,84,816,2020/10/22
982,80,849,2020/10/22
2171,12,188,2020/10/22
2661,28,566,2020/10/22
2625,82,594,2020/10/22
3901,67,709,2020/10/22
2373,22,512,2020/10/21
4633,81,750,2020/10/21
175,25,298,2020/10/21
3602,1,585,2020/10/21
3569,12,647,2020/10/21
624,57,209,2020/10/20
1075,54,571,2020/10/20
144,14,359,2020/10/20
2229,7,276,2020/10/20
2332,24,673,2020/10/20
3970,81,72,2020/10/19
2408,13,465,2020/10/19
912,14,57,2020/10/19
2756,90,158,2020/10/19
799,74,174,2020/10/19
3064,30,163,2020/10/19
3375,60,757,2020/10/18
606,11,464,2020/10/18
3607,19,596,2019/04/08
4955,23,454,2020/10/18
2130,89,811,2020/10/18
2582,93,844,2020/10/18
629,34,849,2020/10/17
3792,78,822,2020/10/17
1696,95,798,2020/10/16
1570,52,255,2020/10/16
2988,60,341,2020/10/16
4711,90,39,2020/10/15
564,68,183,2020/10/15
654,66,950,2020/10/15
3600,90,717,2020/10/15
1009,59,998,2020/10/14
4797,10,560,2020/10/14
195,87,339,2020/10/14
2103,77,418,2020/10/14
4517,46,332,2020/10/13
3929,11,897,2020/10/13
812,48,524,2020/10/13
300,53,289,2020/10/13
3221,52,514,2020/10/13
2025,17,879,2020/10/13
1292,49,630,2020/10/13
4132,26,241,2020/10/13
2058,36,705,2020/10/12
1241,81,515,2020/10/12
677,72,650,2020/10/12
3325,88,611,2020/10/12
702,32,324,2020/10/11
3019,78,337,2020/10/11
3191,93,33,2020/10/11
560,32,204,2020/10/11
3457,14,477,2020/10/11
1738,5,333,2020/10/10
3010,29,407,2020/10/10
3435,65,648,2020/10/10
177,91,751,2020/10/10
4616,1,908,2020/10/10
1406,98,197,2020/10/10
156,40,956,2020/10/09
4886,20,844,2020/10/09
4201,4,756,2020/10/09
3554,66,931,2020/10/09
4139,5,331,2020/10/09
4514,23,748,2020/10/08
2156,55,137,2020/10/08
2327,94,599,2020/10/08
331,48,896,2020/10/08
2110,70,600,2020/10/08
299,26,216,2020/10/08
1558,18,64,2020/10/08
4076,40,337,2020/10/08
1234,35,315,2020/10/07
2945,64,226,2020/10/07
1532,28,415,2020/10/07
1721,24,115,2020/10/07
3917,91,547,2020/10/07
3951,90,208,2020/10/06
4044,76,943,2020/10/06
4289,24,75,2020/10/06
411,44,101,2020/10/06
2560,60,994,2020/10/06
737,86,693,2020/10/06
3397,12,299,2020/10/06
2314,4,432,2020/10/05
2583,66,679,2020/10/05
1202,57,949,2020/10/05
497,87,116,2020/10/04
3392,5,999,2020/10/03
1407,84,45,2020/10/03
958,19,636,2020/10/03
576,81,688,2020/10/03
4523,91,13,2020/10/02
1542,66,698,2020/10/02
1880,23,500,2020/10/02
4272,73,169,2020/10/02
2739,62,103,2020/10/02
4573,49,602,2020/10/01
1394,69,859,2020/10/01
3801,29,279,2020/10/01
2312,59,959,2020/10/01
4542,59,986,2020/10/01
111,87,82,2020/10/01
4977,68,991,2020/10/01
2214,63,559,2020/09/30
929,75,994,2020/09/30
4668,74,685,2020/09/30
766,97,76,2020/09/29
1781,86,701,2020/09/29
4618,17,724,2020/09/29
716,65,166,2020/09/29
1408,53,469,2020/09/29
4002,32,199,2020/09/29
3616,10,33,2020/09/28
834,39,392,2020/09/28
3693,42,690,2020/09/28
4408,23,243,2020/09/28
4458,14,849,2020/09/27
450,71,337,2020/09/27
2160,66,349,2020/09/27
1580,7,861,2020/09/27
4683,44,816,2020/09/27
4284,42,81,2020/09/26
793,34,929,2020/09/26
4474,23,846,2020/09/26
1547,61,995,2020/09/26
4954,19,161,2020/09/26
681,56,331,2020/09/26
2451,83,300,2020/09/25
455,79,667,2020/09/25
1371,68,381,2020/09/24
2413,22,990,2020/09/24
4182,83,521,2020/09/24
996,57,589,2020/09/24
4220,24,587,2020/09/24
3348,78,785,2020/09/24
1928,19,782,2020/09/23
3776,18,141,2020/09/23
1729,22,792,2020/09/23
52,91,984,2020/09/22
4386,56,189,2020/09/22
3042,54,871,2020/09/22
1095,64,503,2020/09/22
3346,93,490,2020/09/22
143,73,395,2020/09/21
3922,31,100,2020/09/21
3371,75,543,2020/09/21
500,64,787,2020/09/21
407,1,567,2020/09/21
1185,49,767,2020/09/21
139,51,130,2020/09/21
1346,20,845,2020/09/20
1005,100,293,2020/09/20
1951,25,946,2020/09/20
2981,97,361,2020/09/20
544,4,410,2020/09/19
2033,23,880,2020/09/19
630,79,954,2020/09/18
662,60,383,2020/09/18
2641,27,869,2020/09/18
4200,92,261,2020/09/18
4065,63,103,2020/09/17
3235,87,442,2020/09/17
3945,4,648,2020/09/17
1000,6,451,2020/09/16
2863,78,20,2020/09/16
3518,62,619,2020/09/16
197,43,173,2020/09/15
2421,51,893,2020/09/15
4312,57,284,2020/09/15
4328,74,499,2020/09/14
2876,12,85,2020/09/14
2093,87,119,2020/09/14
543,91,225,2020/09/14
3138,30,735,2020/09/14
2807,41,167,2020/09/14
3788,41,31,2020/09/14
2506,13,566,2020/09/13
1929,15,239,2020/09/13
4438,25,373,2020/09/13
2342,38,401,2020/09/13
980,22,792,2020/09/13
1516,36,409,2020/09/13
4654,71,866,2020/09/13
420,59,985,2020/09/13
3777,29,725,2020/09/13
2227,14,511,2020/09/13
3404,41,14,2020/09/12
2076,47,803,2020/09/12
3546,64,145,2020/09/12
4576,47,378,2020/09/11
792,49,403,2020/09/11
3884,61,953,2020/09/11
977,29,945,2020/09/11
2259,21,875,2020/09/11
4933,10,209,2020/09/10
100,36,505,2020/09/10
4777,83,718,2020/09/10
3140,18,609,2020/09/09
1882,60,962,2020/09/09
2013,77,607,2020/09/09
4923,47,492,2020/09/09
955,41,896,2020/09/08
3770,36,898,2020/09/08
2101,18,369,2020/09/07
1550,39,207,2020/09/07
91,50,160,2020/09/07
2721,63,460,2020/09/06
3290,100,648,2020/09/06
4898,43,163,2020/09/06
3956,56,136,2020/09/06
4144,97,806,2020/09/06
3110,97,683,2020/09/05
2268,8,425,2020/09/05
2837,49,451,2020/09/05
2250,22,932,2020/09/05
4627,76,937,2020/09/05
3712,14,293,2020/09/05
590,54,132,2020/09/04
4063,65,739,2020/09/04
3114,73,361,2020/09/04
2826,74,476,2020/09/04
4826,45,201,2020/09/04
4141,97,348,2020/09/04
2049,96,892,2020/09/03
2482,46,64,2020/09/03
850,33,758,2020/09/03
3765,80,484,2020/09/03
2450,86,35,2020/09/03
1438,63,833,2020/09/03
4161,96,164,2020/09/03
3727,55,339,2020/09/02
1996,82,297,2020/09/02
3338,51,369,2020/09/02
1162,43,789,2020/09/02
2022,6,586,2020/09/01
422,91,425,2020/09/01
4929,100,194,2020/09/01
3701,12,343,2020/08/31
4011,97,997,2020/08/31
2252,79,181,2020/08/31
4274,72,338,2020/08/31
2429,92,327,2020/08/31
17,66,158,2020/08/31
1183,27,250,2020/08/31
1812,60,184,2020/08/30
969,99,960,2020/08/30
3300,5,837,2020/08/30
620,5,677,2020/08/30
230,2,204,2020/08/29
2757,94,975,2020/08/29
107,65,748,2020/08/29
4820,80,798,2020/08/29
4527,35,237,2020/08/29
4062,16,122,2018/12/23
1529,57,770,2020/08/28
1004,16,807,2020/08/28
2676,55,5,2020/08/28
417,1,538,2020/08/28
82,69,571,2020/08/28
2335,45,377,2020/08/27
4014,14,135,2020/08/27
1852,24,269,2018/12/21
3427,45,350,2020/08/27
4344,12,533,2020/08/27
3198,98,77,2020/08/26
4371,29,696,2020/08/26
110,60,884,2020/08/26
1905,74,774,2019/08/11
2780,34,876,2020/08/26
842,48,220,2020/08/26
4242,51,312,2020/08/25
2071,70,468,2020/08/25
3685,79,981,2020/08/25
3037,45,404,2020/08/25
2537,6,499,2020/08/25
471,99,555,2020/08/24
2397,24,649,2020/08/24
3460,100,132,2020/08/24
4110,2,258,2020/08/24
4602,49,810,2020/08/24
2913,13,767,2020/08/24
4764,16,596,2020/08/24
2000,83,512,2020/08/23
2551,72,774,2018/11/22
3266,76,454,2020/08/23
4823,59,48,2020/08/23
1965,42,827,2020/08/22
645,71,213,2020/08/22
3918,91,692,2020/08/22
890,78,458,2020/08/22
2799,67,719,2020/08/22
4035,8,69,2020/08/21
168,88,51,2020/08/21
4374,88,445,2020/08/21
2513,88,268,2020/08/21
1085,16,122,2019/10/28
1331,47,616,2020/08/21
2557,11,957,2020/08/21
2542,74,905,2020/08/20
4261,62,889,2020/08/20
3255,25,599,2020/08/20
4566,19,379,2020/08/19
551,35,148,2020/08/19
1078,2,677,2020/08/19
1036,72,47,2020/08/19
1064,24,989,2020/08/19
1612,58,738,2020/08/19
358,12,222,2020/08/19
3001,80,307,2020/08/19
1911,4,700,2020/08/19
3479,35,530,2020/08/19
4540,42,418,2020/08/18
1479,83,590,2020/08/18
4584,60,913,2020/08/18
334,71,428,2020/08/18
4000,24,618,2020/08/18
3293,66,810,2020/08/18
4192,60,368,2020/08/18
4198,60,430,2020/08/17
2867,14,286,2020/08/17
2689,79,476,2020/08/17
1916,4,115,2020/08/16
884,68,824,2020/08/16
4086,99,637,2020/08/16
1764,34,980,2020/08/16
3641,6,42,2020/08/16
1677,71,318,2020/08/16
2380,45,641,2020/08/15
3277,1,725,2020/08/15
1893,53,705,2020/08/14
1263,13,722,2020/08/14
4005,89,557,2020/08/14
4396,95,910,2020/08/13
1364,88,207,2020/08/13
803,100,301,2020/08/12
217,82,150,2020/08/12
784,21,768,2020/08/12
1864,86,47,2020/08/12
2496,44,625,2020/08/12
4331,94,699,2020/08/12
2324,59,615,2020/08/11
1353,32,272,2020/08/11
843,7,250,2020/08/11
990,83,655,2020/08/11
2567,20,37,2020/08/11
4569,53,182,2020/08/11
2197,44,575,2020/08/10
3528,48,328,2020/08/10
467,6,387,2020/08/10
3295,39,409,2020/08/10
1597,68,919,2020/08/10
1981,99,403,2020/08/09
2823,67,968,2020/08/09
4667,19,851,2020/08/09
3735,60,974,2020/08/09
4555,55,461,2020/08/08
4180,78,271,2020/08/08
4951,42,320,2020/08/08
1393,76,477,2020/08/08
2833,51,33,2020/08/08
902,72,41,2020/08/07
1961,99,305,2020/08/07
2740,97,36,2020/08/07
2142,19,827,2020/08/07
2264,9,522,2020/08/07
3963,71,744,2020/08/07
2119,26,555,2020/08/06
4651,58,951,2020/08/06
1250,29,899,2020/08/06
4255,11,630,2020/08/05
4707,83,703,2020/08/05
4552,42,142,2020/08/05
3262,46,577,2020/08/05
1467,71,932,2020/08/05
1969,44,525,2020/08/05
1090,25,172,2020/08/05
3756,77,64,2020/08/04
859,65,436,2020/08/04
527,58,473,2020/08/04
1661,10,31,2020/08/04
3808,84,253,2020/08/03
214,52,594,2020/08/03
4968,3,72,2020/08/03
2173,9,99,2020/08/03
4024,3,606,2020/08/02
1157,54,925,2020/08/02
355,100,303,2020/08/02
1538,98,218,2020/08/01
3079,98,67,2020/08/01
2669,6,729,2020/07/31
4544,33,968,2020/07/31
2063,54,528,2020/07/30
3656,62,95,2020/07/30
3523,12,352,2020/07/29
4405,53,288,2020/07/29
1427,63,478,2020/07/28
304,59,979,2020/07/28
1325,39,986,2020/07/28
2703,2,124,2020/07/28
1982,86,940,2020/07/28
4351,4,125,2020/07/27
3521,94,377,2020/07/27
2693,58,325,2020/07/27
3229,94,440,2020/07/27
807,70,165,2020/07/27
3524,8,758,2020/07/27
917,42,137,2020/07/26
949,69,173,2020/07/26
2685,5,533,2020/07/26
1166,21,365,2020/07/26
474,14,532,2020/07/25
4744,91,632,2020/08/23
122,15,273,2020/07/25
2870,85,375,2020/07/25
1789,82,932,2020/07/25
3689,91,214,2020/07/24
4832,50,568,2020/07/24
243,61,48,2020/07/24
464,100,327,2020/07/24
1622,10,491,2020/07/23
4988,6,66,2020/07/22
4924,72,280,2020/07/22
3587,43,307,2020/07/22
3389,52,947,2020/07/22
3402,88,290,2020/07/21
1986,1,823,2020/07/21
3824,98,412,2020/07/21
720,9,31,2020/07/21
1123,2,720,2020/07/21
3592,90,935,2020/07/21
2254,8,962,2020/07/20
1156,59,311,2020/07/20
38,100,726,2020/07/19
3131,19,986,2020/07/19
1291,1,455,2020/07/19
2773,54,606,2020/07/19
3804,16,57,2020/07/19
805,14,862,2020/07/19
3836,34,990,2020/07/18
1141,29,493,2020/07/18
2982,13,259,2020/07/18
4600,48,218,2020/07/17
1115,45,905,2020/07/17
4628,97,836,2020/07/17
3184,14,148,2020/07/16
1526,23,528,2020/07/16
4130,26,729,2020/07/16
3648,37,306,2020/07/15
4882,44,912,2020/07/15
2929,83,905,2020/07/14
3892,66,715,2020/07/14
3119,57,319,2020/07/14
1247,42,263,2020/07/14
2853,64,132,2020/07/13
2089,9,809,2020/07/13
2104,47,706,2020/07/13
864,95,502,2020/07/12
2980,43,525,2020/07/12
4436,44,956,2020/07/12
494,2,624,2020/07/12
3716,75,932,2020/07/11
3012,49,676,2020/07/11
1815,100,916,2020/07/11
3870,82,920,2020/07/11
605,33,405,2020/07/11
1780,24,652,2020/07/10
2191,85,704,2020/07/10
3575,60,301,2020/07/10
4962,7,173,2020/07/10
4379,1,694,2020/07/10
1131,73,508,2020/07/10
1658,62,71,2020/07/09
910,7,980,2020/07/09
3857,78,990,2020/07/09
2352,37,696,2020/07/09
628,18,196,2020/07/08
3428,83,771,2020/07/08
1236,44,430,2020/07/08
3668,27,852,2020/07/07
1776,58,718,2020/07/07
3679,53,114,2020/07/07
2896,31,394,2020/07/07
1084,94,68,2020/07/06
4381,66,837,2020/07/06
4682,23,294,2020/07/06
2742,3,606,2020/07/06
2891,87,218,2020/07/05
4568,57,189,2020/07/05
2683,46,969,2020/07/04
4553,54,936,2020/07/04
924,4,671,2020/07/04
3160,43,694,2020/07/04
4958,53,852,2020/07/04
3033,75,30,2020/07/04
409,16,871,2020/07/04
3363,34,550,2020/07/03
2292,52,284,2020/07/03
4333,8,335,2020/07/02
4324,71,464,2020/07/02
1640,79,660,2020/07/02
460,64,477,2020/07/02
3966,59,35,2020/07/02
3046,94,688,2020/07/02
1398,82,879,2020/07/02
2963,12,468,2020/07/01
3334,1,559,2020/07/01
1344,10,890,2020/07/01
986,6,315,2020/07/01
831,18,829,2020/07/01
3446,57,700,2020/07/01
4545,80,64,2020/06/30
2550,21,457,2020/06/30
4416,19,4,2020/06/30
2483,100,485,2020/06/30
393,12,526,2020/06/29
2086,36,872,2020/06/29
4917,16,821,2020/06/29
1582,12,454,2020/06/29
2643,21,951,2020/06/28
4387,87,887,2020/06/28
2936,56,330,2020/06/28
1625,70,182,2020/06/28
761,4,702,2020/06/28
4565,32,645,2020/06/28
682,47,605,2020/06/28
2664,23,453,2020/06/27
778,35,140,2020/06/27
2561,56,159,2020/06/27
2571,95,869,2020/06/27
1070,23,586,2020/06/27
3245,65,712,2020/06/27
1378,85,106,2020/06/27
2918,7,373,2020/06/27
3077,47,908,2020/06/27
2665,16,205,2020/06/26
2991,73,811,2020/06/26
4808,75,405,2020/06/26
4172,21,803,2020/06/26
2138,21,354,2020/06/26
1686,56,325,2020/06/26
898,11,51,2020/06/26
1303,5,210,2020/06/26
4921,14,925,2020/06/26
1601,91,311,2020/06/26
4327,80,148,2020/06/26
4301,69,134,2020/06/25
1959,21,648,2020/06/25
2330,77,74,2020/06/25
1405,82,488,2020/06/25
3797,30,881,2020/06/24
4922,55,272,2020/06/24
452,65,964,2020/06/24
1125,75,78,2020/06/24
4202,85,763,2020/06/24
2616,78,572,2020/06/24
4288,81,781,2020/06/24
1957,25,439,2020/06/23
4212,17,427,2020/06/23
3291,87,26,2020/06/22
1309,69,919,2020/06/22
2887,78,740,2020/06/22
3553,67,560,2020/06/22
2105,90,81,2020/06/22
1899,80,833,2020/06/22
3850,45,280,2020/06/22
4943,48,503,2020/06/20
1425,68,899,2020/06/20
4185,91,235,2020/06/20
2618,22,165,2020/06/20
326,49,339,2020/06/19
3035,55,237,2020/06/19
4160,15,248,2020/06/19
1999,53,652,2020/06/19
1531,89,619,2020/06/18
1015,41,282,2020/06/18
4189,50,214,2020/06/18
4102,73,685,2020/06/18
4314,16,332,2020/06/17
934,100,680,2020/06/17
4307,56,292,2020/06/17
3542,44,268,2020/06/17
1948,97,544,2020/06/16
4693,16,33,2020/06/16
2289,44,844,2020/06/16
4362,45,928,2020/06/16
3640,90,475,2020/06/16
2589,14,580,2020/06/16
3294,64,19,2020/06/16
2890,44,77,2020/06/15
931,39,335,2020/06/15
3751,86,207,2020/06/15
767,93,799,2020/06/15
4467,33,475,2020/06/15
769,73,815,2020/06/14
3177,24,338,2020/06/14
1801,1,590,2020/06/13
1396,19,409,2020/06/13
750,22,121,2020/06/13
4479,7,617,2020/06/13
2149,62,567,2020/06/13
2843,58,23,2020/06/12
3964,65,270,2020/06/12
534,34,250,2020/06/12
2456,56,191,2020/06/12
3949,59,278,2020/06/12
1018,18,58,2020/06/12
1512,71,930,2020/06/11
90,44,675,2020/06/11
2985,68,867,2020/06/11
4644,96,99,2020/06/10
2017,88,582,2020/06/10
3976,100,61,2020/06/10
4828,52,659,2020/06/10
1536,93,196,2020/06/10
1709,97,695,2020/06/10
3153,86,286,2020/06/09
1509,93,621,2020/06/09
2047,84,696,2020/06/09
4453,23,624,2020/06/09
3408,22,777,2020/06/09
2844,41,166,2020/06/08
4912,89,968,2020/06/08
2781,16,426,2021/02/13
759,30,209,2020/06/08
3591,93,679,2020/06/08
490,60,361,2020/06/08
4372,10,430,2020/06/08
216,35,967,2020/06/08
318,32,780,2020/06/07
9,31,411,2020/06/06
2622,26,466,2020/06/06
1414,44,783,2020/06/06
995,41,145,2020/06/06
604,49,218,2020/06/05
1441,28,162,2020/06/05
2621,47,557,2020/06/05
239,51,455,2020/06/04
3467,91,468,2020/06/04
2405,53,956,2020/06/04
3649,83,882,2020/06/03
523,80,451,2020/06/03
1552,24,201,2020/06/03
2713,70,1,2020/06/03
3683,99,630,2020/06/03
1577,40,371,2020/06/02
1967,59,62,2020/06/02
3903,61,638,2020/06/02
646,23,560,2020/06/02
2519,56,307,2020/06/02
3943,16,558,2020/06/01
123,77,252,2020/06/01
647,31,663,2020/06/01
2671,72,812,2020/06/01
3281,40,412,2020/06/01
3909,31,821,2020/05/31
1177,64,166,2020/05/31
3947,3,253,2020/05/31
343,54,632,2020/05/05
3169,89,39,2020/05/31
178,44,566,2020/05/31
2836,35,227,2020/05/30
3431,45,534,2020/05/30
4143,66,1,2020/05/30
1498,94,239,2020/05/30
3115,70,943,2020/05/29
232,75,218,2020/05/29
1949,45,855,2020/05/29
2688,55,163,2020/05/29
2439,20,517,2020/05/29
378,46,829,2020/05/29
4409,35,11,2020/05/28
721,70,913,2020/05/28
4497,85,509,2020/05/28
3045,41,135,2020/05/27
4252,84,618,2020/05/27
2892,88,828,2020/05/27
3058,32,239,2020/05/27
3632,86,323,2020/05/27
4768,97,181,2020/05/26
3831,88,256,2020/05/26
4732,65,119,2020/05/26
2902,87,371,2020/05/26
3029,5,647,2020/05/26
3303,33,1,2020/05/26
3028,96,953,2020/05/25
3759,45,32,2020/05/25
172,57,341,2020/05/25
985,22,947,2020/05/25
1486,92,79,2020/05/24
1515,33,687,2020/05/23
1934,37,960,2020/05/23
1730,41,484,2020/05/22
4264,38,97,2020/05/22
1904,3,540,2020/05/22
2524,80,815,2020/05/21
4322,44,460,2020/05/21
4961,70,252,2020/05/21
3843,42,211,2020/05/21
2008,31,349,2020/05/21
4330,12,613,2020/05/21
1749,56,405,2020/05/21
3520,29,852,2020/05/21
1573,43,316,2020/05/20
4488,32,49,2020/05/20
4419,25,29,2020/05/20
3902,60,317,2020/05/20
651,65,837,2020/05/19
2015,30,214,2020/05/19
3366,57,672,2020/05/19
28,42,97,2020/05/19
2199,42,598,2020/05/19
815,20,114,2020/05/19
658,53,456,2020/05/19
3504,50,606,2020/05/18
1108,28,944,2020/05/18
3754,72,290,2020/05/18
265,7,338,2020/05/18
4477,4,751,2020/05/18
2211,97,758,2020/05/18
271,2,70,2020/05/18
3165,13,547,2020/05/18
1127,22,396,2020/05/17
3063,4,475,2020/05/17
1589,32,84,2020/05/17
1106,1,189,2020/05/17
4028,74,15,2020/05/17
3335,7,997,2020/05/17
443,57,159,2020/05/17
2320,96,88,2020/05/16
4418,16,170,2020/05/16
893,75,30,2020/05/16
3143,60,826,2020/05/16
482,16,596,2019/10/10
4023,54,854,2020/05/16
2136,76,229,2020/05/15
4796,32,493,2020/05/15
588,66,495,2020/05/15
1598,34,861,2020/05/14
30,69,795,2020/05/14
3533,16,689,2020/05/14
1554,35,179,2020/05/14
4135,35,735,2020/05/13
2153,7,849,2020/05/13
710,2,312,2020/05/13
4138,100,237,2020/05/13
4073,21,928,2020/05/12
2188,40,71,2020/05/12
1440,46,595,2020/05/11
1060,49,778,2020/05/11
1290,2,545,2020/05/11
3129,77,650,2020/05/10
1171,49,250,2020/05/10
3382,94,569,2020/05/10
3555,20,185,2020/05/09
1097,46,872,2020/05/09
3219,37,419,2020/05/08
1082,50,464,2020/05/08
574,36,343,2020/05/08
2426,20,180,2020/05/08
3758,22,433,2020/05/08
89,42,900,2020/05/08
760,22,929,2020/05/07
1299,14,583,2020/05/07
1657,22,15,2020/05/07
2406,69,20,2020/05/07
3811,99,114,2020/05/07
2949,48,935,2020/05/07
981,37,507,2020/05/07
3879,81,116,2020/05/06
340,63,953,2020/05/06
922,22,822,2020/05/06
78,3,960,2020/05/06
3206,74,923,2020/05/06
3374,61,10,2020/05/06
2595,86,675,2020/05/06
1914,51,632,2020/02/06
133,71,823,2020/05/05
3401,25,826,2020/05/05
3360,49,799,2020/05/05
2540,53,528,2020/05/05
1118,11,97,2020/05/05
2921,96,761,2020/05/05
222,74,399,2020/05/05
380,32,909,2020/05/04
3958,9,167,2020/05/04
536,93,865,2020/05/04
4709,59,286,2020/05/03
128,53,969,2020/05/02
1143,57,111,2020/05/02
124,91,436,2020/05/02
2603,75,186,2020/05/02
4276,73,816,2020/05/02
2879,87,817,2020/05/02
4749,60,916,2020/05/02
4029,73,511,2020/05/02
3921,99,375,2020/05/02
4455,77,485,2020/05/01
4186,44,815,2020/05/01
3227,20,415,2020/04/30
4575,100,460,2020/04/30
3914,62,586,2020/04/30
1469,22,356,2020/04/30
29,63,372,2020/04/30
4296,97,707,2020/04/30
3102,11,98,2020/04/29
1329,23,148,2020/04/29
4721,81,889,2020/04/29
4722,44,18,2020/04/29
3051,17,516,2020/04/29
2339,37,694,2020/04/29
905,2,576,2020/04/28
234,89,686,2020/04/28
968,53,887,2020/04/28
4206,89,356,2020/04/28
900,4,385,2020/04/28
4392,23,554,2020/04/27
382,55,182,2020/04/27
4363,51,492,2020/04/27
3980,88,351,2020/04/27
1041,4,462,2020/04/27
1609,1,687,2020/04/27
3355,83,561,2020/04/27
2726,15,409,2020/04/27
51,51,632,2019/10/11
1855,36,745,2020/04/26
4675,3,315,2020/04/26
2203,98,657,2020/04/25
2684,83,146,2020/04/25
4191,49,887,2020/04/25
4622,34,818,2020/04/25
277,3,820,2020/04/24
3164,41,529,2020/04/24
3388,86,404,2020/04/24
586,52,339,2020/04/24
1652,95,105,2020/04/24
4137,67,218,2020/04/24
3675,31,825,2020/04/23
1275,62,680,2020/04/23
